title,date,star,text
Je suis vraiment satisfaite de la…,2021-02-03T20:12:55Z,5,"Je suis vraiment satisfaite de la qualité de service, de la simplicité de la demande et de la rapidité d exécution de celle ci. Demande faite le 20.01, et 8jours après l acceptation les fonds étaient disponibles sur mon compte bancaire. Un espace client internet, simple d utilisation, et clair. Merci, je recommande vivement Cofidis"
"Je suis tres satisfaite,vraiment tout…",2021-02-03T19:08:43Z,5,"Je suis tres satisfaite,vraiment tout est tres bien organize"
Parfaite écoute du besoin.,2021-02-03T16:53:44Z,5,Parfaite écoute du besoin.L’interlocuteur est attentif aux demandes.Rapidité de réflexion et de suggestion.
Super,2021-02-03T16:11:33Z,5,"Bonjour personnellement je suis très satisfait de Cofidis, toujours à l'écoute des clients. Merci"
Rien à redire,2021-02-03T15:51:00Z,4,"Rien à redire, simplicité de transmission des documents, rapidité"
tres bon acceuil tres à l écoute,2021-02-03T14:10:33Z,5,tres bon acceuil tres à l écoute. bon suivi télephonnique.
Très satisfaite par Cofidis,2021-02-03T11:29:17Z,5,Très satisfaite par Cofidis. Toujours présent accueil et rapidité irréprochable. J'apprécie beaucoup leurs services. Personnel compétent et aimable.
je très contente de la compétence du…,2021-02-03T10:33:45Z,5,"je très contente de la compétence du conseiller, et de la rapidité du suivi de mon dossier dont le prêt a été accepté"
simplicité et efficacité,2021-02-03T09:40:28Z,5,
Suis très satisfaite de votre organisme…,2021-02-03T09:07:27Z,5,Suis très satisfaite de votre organisme qui a été très rapide à répondre à ma demande.
Bien.,2021-02-03T08:28:04Z,4,"Bien.J'ai dû renvoyer plusieurs documents, mais au final tout s'est bien passé."
Merci d'avoir été à mon écoute pour ma…,2021-02-03T08:15:41Z,5,Merci d'avoir été à mon écoute pour ma demande
Bonjour,2021-02-03T07:21:03Z,5,"BonjourTrès satisfaite de COFIDISIls sont à l'écoute aimable au téléphone. Envoi rapide des documents, ainsi que le virement effectué après délai. Envoi de SMS pour suivre l'évolution avec vous."
Des conseillers à l'écoute et…,2021-02-03T06:04:55Z,5,Des conseillers à l'écoute et chaleureux.
Je suis très satisfait de ma demande…,2021-02-03T05:55:41Z,5,Je suis très satisfait de ma demande qui a été prise rapidement
Bonjour.,2021-02-02T19:37:30Z,5,Bonjour.Je vous remercie pour votre accueilet votre professionnalisme. Cordialement.M DUMAS.
Satisfait,2021-02-02T19:25:19Z,5,Super suivis !!!autant dans la qualité que dans la rapidité dans la gestion du dossier
Rapide et efficace,2021-02-02T19:13:36Z,5,"Rapide et efficace, afin de finaliser certaines projets"
Merci de votre attention,2021-02-02T19:12:28Z,5,Merci de votre attention. Cela fait maintenant 2 ans que vous m aider à avancer dans ma vie et à réaliser mes projet.En toute simplicité sans avoir à fournir des tonnes de justificatifs vous faite confiance à vos clients merci à vous...
Conseillère à l'écoute,2021-02-02T18:47:28Z,5,Conseillère à l'écoute et disponible pour suivre le dossier
La personne que j’ai eu au téléphone a…,2021-02-02T18:41:29Z,5,"La personne que j’ai eu au téléphone a été super : Bonne compréhension de mon problème, aimable, très sympathique Tout s’est réglé en huit jours Les délais sont super"
Exceptionnel.,2021-02-02T18:00:55Z,5,"Bonjour, les conseillers sont très très à l'écoute, le crédit est vraiment ajuster, les assurances sont adaptées aux besoins, les conseillers nous ont accompagnés jusqu'à la fin, explications claires et assistance jusqu'au dernier jour. Merci."
Très bonne gestion,2021-02-02T17:44:40Z,5,"Très bonne gestion, toujours a l'écoute! Réponse rapide"
Parfait simple et rapide,2021-02-02T17:36:21Z,5,
Équipe très professionnelle et à…,2021-02-02T17:28:08Z,5,Équipe très professionnelle et à L’écoute du client . Réponse très rapide à la demande.
tout est parfait rapide efficace,2021-02-02T17:23:03Z,5,
Prêt chez Cofidis,2021-02-02T17:18:03Z,5,Je remercie Cofidis de m'avoir accordé le prêt dont j'avais besoin dans les plus brefs délais.et à un taux trés compétitif.
très réactif,2021-02-02T17:11:44Z,5,
La conseillère nous a accompagné du…,2021-02-02T17:08:29Z,5,La conseillère nous a accompagné du début de la démarche jusqu'au virement du prêt sur notre compte bancaire. Entièrement satisfaite.
très satisfaisant,2021-02-02T17:07:49Z,5,
les conseillers sont compétant et vous…,2021-02-02T16:37:32Z,5,les conseillers sont compétant et vous guident a faire le bon choix
"Bonjour, EXCELLENT SERVICE CLIENT",2021-02-02T16:36:43Z,5,"Bonjour,Client depuis plusieurs années je suis entièrement satisfait de COFIDIS qui a toujours répondu à mes attentes avec beaucoup de compétence et un service client AU TOP et très facile à obtenir au téléphone."
Merci beaucoup,2021-02-02T16:26:53Z,5,
Toujours a l ecoute et reactif.,2021-02-02T16:22:13Z,5,
Un peu compliqué en ligne,2021-02-02T16:17:31Z,5,"Un peu compliqué en ligne, mais je suis très satisfait au final"
Rapide et efficace merci,2021-02-02T16:16:27Z,5,
Écoute et efficacite de la part des…,2021-02-02T16:16:26Z,5,Écoute et efficacite de la part des interlocuteurs.
Demande en ligne impeccable et rapidité…,2021-02-02T16:15:52Z,5,Demande en ligne impeccable et rapidité de traitement
Simple,2021-02-02T16:10:34Z,5,"Simple, rapide et clair."
Efficacité rapidité,2021-02-02T16:02:18Z,5,
Sérieux,2021-02-02T15:43:13Z,5,Bonjour je remercie cofidis d’avoir été a mon écoute et pu trouver une solution pour m’aider le conseiller B.J qui a réévaluer mon dossierétait très bien je le remercie cordialement
Expérience parfaite il manquaitbdes…,2021-02-02T15:36:33Z,5,Expérience parfaite il manquaitbdes papiers la conseillère ma rappeler et a suivi jusqu'au bout.Merci à toute l equipe
Bravo pour votre efficacité,2021-02-02T15:25:55Z,5,
Je tiens a remercié cofidis pour sa…,2021-02-02T15:06:54Z,5,Je tiens a remercié cofidis pour sa confiance. Un grand merci pour l'acceptation de mon projet. Vos conseillères son d'un grand professionnalisme.
Rapide et sérieux,2021-02-02T15:06:38Z,5,Rapide et sérieux. Traitement parfait
Impeccable et rapide,2021-02-02T14:59:58Z,5,
Nadine,2021-02-02T14:47:38Z,5,Je suis satisfaite du déroulement de mon prêt très rapide et très bon contact téléphonique avec cofidis a recommander
Rapide excellent en temps et en heure,2021-02-02T14:45:18Z,5,
Conseiller très aimable et dossier…,2021-02-02T14:43:30Z,4,Conseiller très aimable et dossier rapidement pris en charge et traite
bien,2021-02-02T14:42:30Z,5,réponse rapide
Tres satisfaite de cofidis,2021-02-02T14:39:26Z,5,Tres satisfaite de cofidisMon dossier tres rapidement resolu
Cofidispour moi il reste les…,2021-02-02T14:39:00Z,5,Cofidispour moi il reste les meilleure organisme de crédit il et simple et conseillegentil et aimable
rien a revendiqué,2021-02-02T14:35:43Z,5,
Très satisfaite,2021-02-02T14:33:37Z,5,
La réponse a été rapide et efficace,2021-02-02T14:32:39Z,5,La réponse a été rapide et efficaceMerci
"bonjour,",2021-02-02T14:28:02Z,5,"bonjour,pour la première fois client chez Cofidis, j'ai été impressionné par la qualité des interlocuteurs, la fluidité des échanges, le site internet facile et la rapidité d'exécution ( réception des fonds demandés, et réception du tableau d'amortissement).je recommande Cofidis"
Interlocuteurs efficaces et compétents,2021-02-02T14:25:58Z,5,Interlocuteurs efficaces et compétents. Déblocage des fonds rapides. Entière satisfaction
Rapide,2021-02-02T14:25:23Z,5,"Rapide , efficace et sérieux"
Très bon accueil de la conseillère et…,2021-02-02T14:21:31Z,5,"Très bon accueil de la conseillère et réponse rapide. Merci pour votre réactivité et de m'accompagner.Bien Cordialement, Réginale Niclas"
Clair net et rapide,2021-02-02T14:21:06Z,5,
excelent rien a dire,2021-02-02T14:19:56Z,5,
Délais tenus bravo,2021-02-02T14:18:18Z,5,
Je recommande,2021-02-02T14:16:37Z,5,
Nous avons aime votre compétence et…,2021-02-02T14:16:07Z,5,Nous avons aime votre compétence et votre rapidité
Rapidité,2021-02-02T14:15:42Z,5,RapiditéSimplicité
Très réactif et rapide.,2021-02-02T14:15:42Z,4,
un crédit rapide une interlocutrice à…,2021-02-02T14:11:26Z,5,un crédit rapide une interlocutrice à notre écoute bravo
Très bien,2021-02-02T14:09:35Z,5,A l'écoute de votre demande. Très bon échange.
Je suis très satisfaite de la rapidité…,2021-02-02T14:07:12Z,4,Je suis très satisfaite de la rapidité des conseilles
Parfait,2021-02-02T14:05:33Z,5,Parfait ! Réactifs et à l’écoute je recommande vivement 👍
Depuis dès années je suis avec cofidis…,2021-02-02T14:04:36Z,5,"Depuis dès années je suis avec cofidis et j' en suis entièrement satisfaite, merci à vous."
Merci pour la confiance apporter et la…,2021-02-02T14:03:55Z,5,Merci pour la confiance apporter et la rapidité du dossier.
Simple et rapide,2021-02-02T13:58:45Z,5,"Simple et rapide, , parfait"
Service rapide et efficace,2021-02-02T13:57:56Z,5,Service rapide et efficace. Très satisfaite.
en 10 jour j’ai reçu le virement,2021-02-02T13:56:53Z,5,"en 10 jour j’ai reçu le virement, rapide et fiable . merci cofidis"
Évaluation,2021-02-02T13:56:46Z,4,Delais un peu long. Sinon rien à dire.
APRES ETUDE DE MON DOSSIER,2021-02-02T13:56:04Z,5,"APRES ETUDE DE MON DOSSIER, UN CONSEILLE M'A FAIT UNE PROPOSITION QUI ME CORRESPONDAIT PLUS ET LA TRANSMITION DES PIECES ET SIGNATURE DU CONTRAT RAPIDE; TRES BIEN"
Je suis ravie,2021-02-02T13:55:09Z,5,Je suis ravieMerci
Rapid,2021-02-02T13:54:35Z,5,Juste merci pour la rapidité de traitement mon dossie prêtet le service client cofidis au top
Au top tous les conseillers on étaient…,2021-02-02T13:53:21Z,5,Au top tous les conseillers on étaient à l écoute et efficace !Seul bémol serait de pouvoir signer electroniquement le crédit ce qui ferai gagner le temps des délais postaux Sinon parfait
explications claires,2021-02-02T13:51:42Z,5,"explications claires, il n'y a rien à ajouter."
Tres bon service client,2021-02-02T13:46:42Z,4,"Tres bon service client , efficace et réponse rapide merci"
Cofidis,2021-02-02T13:45:35Z,4,Ne peut mettre que 4 étoiles pas entrer en contact avec un conseiller donc ne peut juger pour le reste tout est parfait
Très réactif et rapide,2021-02-02T13:42:27Z,5,
Conseiller convivial,2021-02-02T13:42:23Z,5,"Conseiller convivial, réponse claire et rapide aux demandes des clients."
Rapide et efficasse,2021-02-02T13:41:53Z,5,
Professionnel et attentif,2021-02-02T13:40:24Z,5,
merci cofidis pour votre confiance,2021-02-02T13:38:52Z,5,
Bonjour moi je suis impeux déçu…,2021-02-02T13:38:17Z,4,Bonjour moi je suis impeux déçu parceque j ai demandé 500 euro et on me le donne pas toute suite . Apres je comprent j ai déjà emprunter 1000 euro . Mais j ai toujours remboursé se que je doit voila juste sa en se moment
Super équipe cofidis !!!,2021-02-02T13:38:10Z,5,Service au top qui renseigne très bien ces clients
Très satisfaite merci cofidis,2021-02-02T13:38:03Z,5,"Cofidis est à l’écoute est réponse très rapide , les contrats sont simplifiés , je recommande fortement pour une demande de crédit. Merci Cofidis . Je suis très satisfaite de vos services ."
COFIDIS JE DIRAI NO COMMENT MERCI,2021-02-02T13:37:37Z,5,
Rapidite,2021-02-02T13:37:16Z,5,Rapidite pour demande acceptation er deblocage des fonds je recommande
Très bon échange avec conseiller,2021-02-02T13:36:25Z,5,Très bon échange avec conseiller. Rapidité dans l étude du dossier et le versement des fonds.
Très bien,2021-02-02T13:36:19Z,5,Très bien service rapide sérieux et agréable
Très bien,2021-02-02T13:36:05Z,5,J'ai obtenu mon prêt de 1000€ en à peine deux semaines
Très réactif et très rapide,2021-02-02T13:35:44Z,5,"Très réactif et très rapide,franchement rien à dire , très contente d'avoir pris mon crédit chez eux"
Parfaitrapide,2021-02-02T13:34:51Z,5,
Très satisfaite de l’échange obtenu…,2021-02-02T13:34:43Z,5,Très satisfaite de l’échange obtenu avec les différents conseillers de chez cofidis ils sont à l’écoute et vs renseigne très bien Merci à vs
Réponse rapide,2021-02-02T13:34:31Z,5,
Réponse rapide et procédure simplifiée,2021-02-02T13:34:30Z,5,Réponse rapide et procédure simplifiée Très bien
Merci infiniment cofidis,2021-02-02T13:34:24Z,5,"Merci infiniment cofidis, vous êtes les meilleurs.cordialement.Mme CHOUROUK"
Tout s'est bien passé.,2021-02-02T13:34:16Z,5,
Très bonne réactive et suivi de dossier…,2021-02-02T13:33:03Z,5,Très bonne réactive et suivi de dossier par les conseillés
Très compétents,2021-02-02T09:30:17Z,5,"J'ai fait appel à cofidis pour un rachat de crédits et, de la prise de contact à l'étude de mon dossier, ils se sont montrés très compétents. Chaque personne à qui j'ai parlé au téléphone s'est montrée très claire dans les différentes explications et surtout disponible et très agréable.Je recommande sans hésiter pour toutes ces raisons et pour la rapidité de réponse qui, dans les moments difficiles, est également à souligner."
Très bien merci,2021-02-02T05:27:02Z,5,
Rien à redire,2021-02-01T16:56:03Z,5,"Rien à redire. Tous les conseillers sont excellents au niveau du professionnalisme, de l'amabilité, des explications très compréhensibles et très sympathiques"
je suis satisfaite et les conseillères…,2021-02-01T16:10:57Z,5,je suis satisfaite et les conseillères efficaces merci
Rapidité efficacité,2021-02-01T14:02:48Z,4,
Réponse rapide conseillers efficace et…,2021-02-01T08:27:26Z,5,Réponse rapide conseillers efficace et sympa
très bonne expérience service très…,2021-02-01T07:35:49Z,5,très bonne expérience service très réactif et pro .
Mon premier dossier accusé réception…et mon second dossier !!!,2021-01-31T20:29:49Z,3,Mon premier dossier accusé réception par vous en décembre 2020 jamais retrouvé et donc nouveau dossier D’où perte du véhicule que j’avais réservé et non retrouvé Ce n’est pas normal vis à vis d’une entreprise comme la vôtre !
client depuis 1986,2021-01-31T14:04:24Z,5,"client depuis 1986 , je n'ai jamais eu de soucis service très efficace.et l'écoute ."
Un grand merci à Cofidis et mon…,2021-01-30T20:52:19Z,5,"Un grand merci à Cofidis et mon conseiller qui s'est occupé de mon dossier de rachats de crédits, après plusieurs tentatives avec d'autres organismes ,énormément d energie dépensée pour rien car au final jamais accepté, MERCI A COFIDIS pour la compréhension de mes besoins ,leur efficacité et rapidité...me voilàenfin libérée d'un gros poids ,enfin mon rachat de crédits accepté, merci"
Bonsoir,2021-01-30T18:13:20Z,4,Bonsoir J'ai toujours eu confiance à l'équipe cofidis Des conseillers très proches de ses clients et aussi une bonne réponse rapide pour les crédits.Une forte réputation et des conseillers aimables prêtes à l'écoute de ses clients Bien cordialement Et bon courage à vous tous suite aux annonces gouvernementales .Mme duru Patricia
