title,date,star,text
Très décevant,2020-09-04T07:43:36Z,1,"Ancien client de Groupama banque, rachetée par Orange Bank, je dois vous faire part du manque de considération de Orange Bank pour nous. Non seulement notre offre n'évolue plus (ils nous privent par exemple de l'application mobile de gestion de compte) mais en outre, Orange Bank ne propose même pas de conditions facilitant l'évolution vers leur nouvelle offre. Bref, après contact avec leur Service client, soit tu es content et évolue vers l'offre Orange Bank aux conditions d'un nouveau client (pas de prise en compte de l'historique) soit tu résilies (et d'après ce que j'ai compris au ton ravi de la conseillère c'est ce qu'ils attendent).Bref, très déçu par cette société !"
un service client Orange Bank? je ne savais pas,2020-09-04T05:00:35Z,1,"Un service client chez Orange Bank? j'étais pas au courant, je pensais que la Covid avait décimé les ""expert"", qu'ils ne pouvaient plus répondent au téléphone, lire les mails et ouvrir le courrier. ""Orange Bank la première banque en ligne"" Mais peut-être la dernière pour la relation client. On ne peut pas être premier partout. Les réponses automatiques bravo même aux avis clients, OB arrive à nous faire croire qu'on va s'occuper du problème. mais non."
Compte écrasé le parcours du combattant,2020-09-03T12:15:56Z,1,"Création d'un compte OB en juin 2020 avec le dépôt de 50€, compte ""écrasé"" donc pas de carte bancaire et compte invisible, septembre 2020problème non résolu. Nombreux tchats, mails et courriers sans réponses malgré les engagements de réponses vantés sur le site.Comme souvent avec les sites en ligne quand ça marche c'est super, si problème c'est le parcours du combattant."
Bien dans l'ensemble,2020-09-03T12:11:14Z,5,
L’une des meilleures banques en ligne…,2020-09-03T06:32:58Z,5,"L’une des meilleures banques en ligne et croyez moi , j’en ai fait des banques :-) Compte ouvert depuis un an , j’ai quasiment jamais eu de problèmes et lorsque j’en ai eu , je suis tombé sur des conseillers qui m’ont guidés jusqu’à ce que le problème soit réglé. Franchement top !"
Plus de 24 mois d'ouverture quelques…,2020-09-01T17:41:14Z,5,Plus de 24 mois d'ouverture quelques petits soucis de mis à jour maisje dois avouer Orange Bank reste tout de même une bonne banque.
Une banque d'incapables,2020-09-01T10:21:40Z,1,"Une banque injoignable. des conseillers recouvrement exécrables et malpolis! une banque d'incapables. Cela fait 3 mois que je demande de mettre à jour les nouvelles coordonnées bancaires, toujours pas fait."
Problème divers,2020-08-28T13:29:02Z,1,"Problème divers, l'offre de 60 €, je crois que je peux dire, adieu : ni orange bank, ni orange, ni la boutique peut m'aider.. J'ai de l'argent, mais il y a des incidents techniques lors des paiements. Et les réclamations se font via l'application et ils mettent 7 jours à répondre !!"
Orange bank très très nul je me suis…,2020-08-28T07:42:07Z,1,Orange bank très très nul je me suis fait arnaquer sur mon compte la personne s'est mit bénéficiaire sur mon compte pas très sécuriser orange bank...cela fait 20 jours que j'attend le remboursement ils ont ordre de ne rien dire.. ce qui est hors la lois on est sensé savoir ce qui ce passe sur nos compte... et qui à bien pu prélever.JE NE VOUS CONSEIL PAS DE CHOISIR CETTE BANK OU IL Y A QUE DES PROBLEMES
de la vrai pourriturecette banque,2020-08-27T16:01:50Z,1,"de la vrai pourriturecette banque, impossible de me connecter, ni d'avoir un ""expert""je déconseille et envisage de contacter 60 millions de consommateurs !"
Extrêmement déçus,2020-08-26T09:55:53Z,1,"Extrêmement déçus! SERVICE CLIENT DÉPLORABLEAprès avoir essayé trois fois avec le chat en ligne Djingo de faire changer mon numéro de téléphone sur mon application sans succès j'ai perdu mon téléphone pour me reconnecter avec mon nouveau téléphone sur l'appli il y a une vérification pas sms que je n'est evidement pas reçus, aucun onglet prévu pour cette situation! Ma seul solution est d'appeler le numéro client qui est absolument INJOIGNABLE c'est la 15ème fois voir plus en 2 semaines que je me fais raccroché au nez car ligne surchargé et en magasin il ne peuvent rien faire a part me redonner ce seul numéro a contacter je ne peux même pas supprimer mon compte (ça se fait via l'appli) resultat je ne peux plus utiliser l'argent qui est sur mon compte et tant qu'il ne répondront pas je vais me faire taxer de 5 euros par mois car je ne realise pas de paiement avec mon compte."
bloquage de compte,2020-08-22T08:53:12Z,1,moi je parle pour mon file il y a 5 moi il fait une demande de releve d identitee banquaireet depuis rienet compte bloquene peu plus retire de l argentservice client pas de reponse que pensez vous faire??????????
"Bonjour,",2020-08-18T12:59:47Z,1,"Bonjour,Je viens d'aller porter plainte car une personne a usurpé mon identité pour créer un compte. Mais je n'arrive absolument pas à joindre Orange Bank, le service client est inexistant ! Je ne comprends pas comment une soit disant banque peut fonctionner ainsi !"
Un opérateur téléphonique doit rester un opérateur téléphonique,2020-08-17T16:34:24Z,1,"Ancienne cliente Groupama Banque je suis totalement laissée pour compte. Orange Bank fait une grosse différence entre les clients Groupama banque et les clients Orange Bank. Service client inexistant. On a mis plus d’un mois à répondre à une de mes questions. Les délais d’encaissement des chèques est très long, il faut compter une bonne quinzaine de joursTous les délais sont extrêmement longs. Vraiment une banque à éviter"
Impossible de créer compte,2020-08-17T10:58:48Z,1,"Impossible de créer compte- des la 2ème étape, la page reste bloquée ( suis sur un laptop )qui sait c'est peut-être normal..."
Moi j ai ouvert depuis avril et tout…,2020-08-16T00:16:16Z,5,Moi j ai ouvert depuis avril et tout fonctionne bien contrairement à ce qui ce dit les expert nous répondent rapidement le seul bémol c’est le chéquier qui me serez bien utile pour mes soins mais un expert m’a dit que je pourrais en avoir un après 6 mois d ancienneté donc tout va bien je peux payer avec mon portable très pratique d ailleurs donc moi je vous recommande cette banque depuis bientôt cinq mois d ouverture mes rentrées mes prélèvements tout passe par eu sans aucun souci et en plus je peux tout voir de mon portable même envoyer de l argent à mon fils par sms merci orange Bank
Suite à un problème de cryptogramme…,2020-08-14T20:49:37Z,1,"Suite à un problème de cryptogramme dynamique sur ma cb qui affiche un code erreur, le service technique me demande par messagerie de faire opposition pour le motif carte défectueuse. J'appelle donc la hotline d'Orange qui me demande de choisir entre le motif carte volée ou carte perdue. Refusant l'un de ces choix car ils ne correspondent pas àma situation et sous entendent le paiement d'une nouvelle carte, la discussion avec l'operatrice (ici on ne peut pas parler de conseiller) s'arrête. Compte résilié et retour à mon ancienne banque en ligne qui au final était plus compétente et ne facturait pas ma carte visa. A bon entendeur."
très mauvais service clientpas de…,2020-08-13T12:29:05Z,1,très mauvais service clientpas de suivi de dossierpas de cohérence entre différents conseillersun laisser aller et un je m emfoutiste incroyablele pire c est quepour un banque qui fait partie du groupe orange cela ternis l image d orange j ai posteil y a 10 jourvia l application orange bank une demande bien précisequi peut être réglée en deux minutes a la date d aujourd'hui je n ai toujours aucunes réponsesl attribution du chéquier est un chemin de croix incroyablevoir impossible les domiciliations ne sont faites qu a moitié voir me e pas du toutle service est dans le comas le plus profond cachant leur incompétence derrière le covid19 ou les cp ou les maladiemais tout est fait pour ne pas répondre aux clients et a leurs demandes AUCUN SUIVI DANS TOUS LES DOMAINES !!!!je quitte orange bank aussi viteque j y suis rentrecroyez moi il y a d autre banquesen lignes tout aussi capable d être bien plus meilleures que ORANGE BANK tenez le vous pour dit cordialement
Satisfait du service proposé,2020-08-13T06:31:42Z,4,
Pas sérieux du tout ! A éviter,2020-08-10T07:24:14Z,1,Pas sérieux du tout !! Aucun interlocuteur virement sur le compte et solde non actualisé. Beaucoup d’erreur et pas de suivi Quand vous réussissez à avoir un expert sur le tchat.et je dis bien quand vous réussissez !!!Au bout de plusieurs heures.On vous dit que le problème techniqueva être résolu. Et. Encore à aujourd’hui. Le virement reçu est bien en écriture. Sur mon compte mais n’apparaît pas dans le solde !!!! A éviter car cette banque en ligne peut vous mettre dans une situation très difficile.A ce jour mon argent est ou????A éviter et partager ça peut rendre service !!
Service client inexistant,2020-08-09T06:57:19Z,1,"Service client inexistant, je n arrive plus à me connecter depuis 1 semaine et rien n est résolu . C est honteux et une arnaque !"
J'ai acheter un scooter sur un site…,2020-08-09T06:26:06Z,1,"J'ai acheter un scooter sur un site internet, le site était apparemment une arnaque. j'ai fait un virement sur le compte ORANGE BANK de l'usurpateur. En portant plainte, le gendarme n'était pas étonné que la banque de l'arnaqueur soi un compte orange bank. En faisant des recherches sur le net je me rends compte qu'orange bank est très prisé par les arnaqueurs..."
Service client inexistant,2020-08-08T13:38:19Z,1,"Aucun service, aucun interlocuteur, faut laisser le métier de la banque à des ""banquiers"" et pas a des clowns qui n'ont que faire des réclamations clients.SI on vous débite a tort sur votre cb sachez que vous ne serez jamais remboursé, ils font les ""morts"" jusqu’à que le client abandonne ! une étoile c'est beaucoup trop croyez-moi !"
impossible de joindre Orange Bank pour…,2020-08-08T09:17:19Z,1,impossible de joindre Orange Bank pour résiliation.A fuir aucune réponse
Service client continuellement fermé,2020-08-06T09:49:01Z,1,"Service client continuellement fermé. a part le robot du chat aucune réponse a mon problème. Je déconseille fortement.Merci pour la réponse, mais c'est exactement ce que m'a dit votre collègue Aicha sur Facebook...Et je n'est toujours personne a qui exposé mon problème, je confirme donc mon avis, vous êtes a fuir comme banque !"
Bonjour après 5 fois pour faire l…,2020-08-04T04:12:44Z,1,Bonjour après 5 fois pour faire l ouverture d un compte sur le net orange bank sans succès après annulation des demande fait sur site en agence après deux demande fait en agence même galère aucune solution même la responsable de l agence reste dans la même situation aucun lien pour se concentrer Donc si vous avez la solution merci de ma communiqué
Ne faites aucun virement vers cette…,2020-08-03T21:50:20Z,1,Ne faites aucun virement vers cette banque.J'ai été arnaqué par une société dont le gerant a usurpé l'identité d'une autre société.l'arnaqueur est Jumo com. Ils se font verser l'argent par virement vers Orange bank Montreuil. J'ai écrit à cette banque mais ils ne répondent pas. Ils sont donc complices de cet escroc.Le service client d'orange va se fendre d'une réponse pour faire croire qu'ils sont honnêtes mais ils ne feront rien.
